,fecha,agencia_id,canal_id,producto_id,venta_uni,labeled_producto,labeled_agencia,labeled_canal,prediction
13043,2017-11-16,12731,1,41653,60,10,3,0,101.92857142857143
13188,2017-11-16,12765,2,35549,60,7,9,1,87.0
13754,2017-11-23,12839,1,6011,60,0,17,0,101.5
13855,2017-11-30,12656,2,35549,60,7,2,1,100.0
14008,2017-11-30,12765,1,33258,60,6,9,0,40.8
14043,2017-11-30,12779,2,6011,60,0,10,1,60.0
14253,2017-12-07,12636,2,6011,60,0,1,1,47.0
14364,2017-12-07,12752,2,6011,60,0,6,1,238.0
14534,2017-12-07,12808,1,41653,60,10,14,0,9.0
14649,2017-12-14,12615,4,6437,60,1,0,2,177.0
14685,2017-12-14,12656,1,42124,60,11,2,0,48.0
14880,2017-12-14,12779,2,6011,60,0,10,1,60.0
14910,2017-12-14,12797,2,6011,60,0,11,1,12.0
15074,2017-12-21,12615,4,6437,60,1,0,2,177.0
15137,2017-12-21,12731,2,6011,60,0,3,1,60.0
15330,2017-12-21,12797,2,6011,60,0,11,1,12.0
15371,2017-12-21,12808,1,9784,60,4,14,0,322.0
15492,2017-12-28,12615,4,6437,60,1,0,2,177.0
15828,2017-12-28,12820,4,6437,60,1,16,2,382.375
16156,2018-01-01,12808,1,123576,60,18,14,0,834.0
16319,2018-01-04,12731,2,123238,60,14,3,1,24.0
16358,2018-01-04,12750,2,6011,60,0,5,1,40.0
16452,2018-01-04,12765,2,6011,60,0,9,1,210.0
17547,2018-01-25,12731,2,123238,60,14,3,1,24.0
17713,2018-01-25,12797,1,6011,60,0,11,0,20.625
17728,2018-01-25,12797,2,6011,60,0,11,1,12.0
17774,2018-01-25,12808,2,6011,60,0,14,1,60.0
17861,2018-01-25,12841,2,35549,60,7,18,1,22.0
17922,2018-02-01,12656,2,35549,60,7,2,1,100.0
18284,2018-02-08,12615,4,6011,60,0,0,2,20.0
18384,2018-02-08,12750,2,123238,60,14,5,1,10.0
18403,2018-02-08,12752,2,6011,60,0,6,1,238.0
18623,2018-02-08,12820,4,123576,60,18,16,2,20.0
18983,2018-02-15,12808,2,35549,60,7,14,1,160.0
19062,2018-02-15,12841,1,42124,60,11,18,0,19.571428571428573
19090,2018-02-22,12615,4,6437,60,1,0,2,177.0
19224,2018-02-22,12752,2,123238,60,14,6,1,10.0
19733,2018-03-01,12779,2,123238,60,14,10,1,20.0
20246,2018-03-08,12808,2,35549,60,7,14,1,160.0
20549,2018-03-15,12762,4,123460,60,16,8,2,27.875
20575,2018-03-15,12779,1,6011,60,0,10,0,24.0
20709,2018-03-15,12820,1,33258,60,6,16,0,40.25
20785,2018-03-22,12615,4,6011,60,0,0,2,20.0
20823,2018-03-22,12656,1,38588,60,8,2,0,166.0
20928,2018-03-22,12752,2,123238,60,14,6,1,10.0
21103,2018-03-22,12808,2,6011,60,0,14,1,60.0
21212,2018-03-29,12615,4,6011,60,0,0,2,20.0
21255,2018-03-29,12656,2,35549,60,7,2,1,100.0
21343,2018-03-29,12752,1,123335,60,15,6,0,136.4
21369,2018-03-29,12761,1,41653,60,10,7,0,107.96
21666,2018-04-05,12636,2,6011,60,0,1,1,47.0
21913,2018-04-05,12797,2,6011,60,0,11,1,12.0
22325,2018-04-12,12779,2,6011,60,0,10,1,60.0
22523,2018-04-19,12636,2,35549,60,7,1,1,100.0
22793,2018-04-19,12808,2,6011,60,0,14,1,60.0
10199,2017-09-28,12761,1,6011,59,0,7,0,6.0
12093,2017-10-26,12841,1,32354,59,5,18,0,66.0
12233,2017-11-02,12750,1,44117,59,13,5,0,5.514285714285714
14506,2017-12-07,12802,1,41653,59,10,12,0,28.0
14731,2017-12-14,12732,1,42158,59,12,4,0,233.66666666666666
15212,2017-12-21,12752,4,6011,59,0,6,2,218.0
15214,2017-12-21,12752,4,6555,59,2,6,2,5.0
15872,2017-12-28,12841,4,6437,59,1,18,2,15.0
17317,2018-01-18,12797,1,32354,59,5,11,0,39.84
17548,2018-01-25,12731,4,6011,59,0,3,2,93.0
18063,2018-02-01,12765,1,32354,59,5,9,0,89.08695652173913
18509,2018-02-08,12779,4,42158,59,12,10,2,12.0
18544,2018-02-08,12802,1,41653,59,10,12,0,28.0
18959,2018-02-15,12803,1,32354,59,5,13,0,64.91666666666667
19358,2018-02-22,12802,1,41653,59,10,12,0,28.0
19485,2018-02-22,12841,4,123460,59,16,18,2,64.0
19648,2018-03-01,12761,1,32354,59,5,7,0,93.16666666666667
21207,2018-03-29,12615,1,39109,59,9,0,0,23.0
21838,2018-04-05,12762,4,35549,59,7,8,2,34.0
22521,2018-04-19,12636,2,6011,59,0,1,1,47.0
10289,2017-09-28,12779,4,6011,58,0,10,2,44.81818181818182
11347,2017-10-19,12731,1,41653,58,10,3,0,101.92857142857143
11569,2017-10-19,12803,1,32354,58,5,13,0,64.91666666666667
11990,2017-10-26,12803,1,32354,58,5,13,0,64.91666666666667
11996,2017-10-26,12803,1,123335,58,15,13,0,93.25
12529,2017-11-02,12841,1,41653,58,10,18,0,45.5
12612,2017-11-09,12731,1,9784,58,4,3,0,121.0
13045,2017-11-16,12731,1,123335,58,15,3,0,89.85714285714286
13635,2017-11-23,12779,4,42158,58,12,10,2,12.0
14061,2017-11-30,12797,1,33258,58,6,11,0,29.54
14471,2017-12-07,12779,4,42158,58,12,10,2,12.0
14516,2017-12-07,12803,1,32354,58,5,13,0,64.91666666666667
15186,2017-12-21,12750,4,6011,58,0,5,2,74.0
15519,2017-12-28,12656,1,38588,58,8,2,0,166.0
15775,2017-12-28,12808,1,32354,58,5,14,0,64.91666666666667
15961,2018-01-01,12732,1,38588,58,8,4,0,41.0
16609,2018-01-04,12839,1,33258,58,6,17,0,99.0
17456,2018-01-18,12841,1,41653,58,10,18,0,45.5
17804,2018-01-25,12809,4,123576,58,18,15,2,38.0
18915,2018-02-15,12797,1,6011,58,0,11,0,20.625
21910,2018-04-05,12797,1,123335,58,15,11,0,93.25
22004,2018-04-05,12820,1,33258,58,6,16,0,40.25
22552,2018-04-19,12656,4,42124,58,11,2,2,48.0
22636,2018-04-19,12752,1,123335,58,15,6,0,136.4
10376,2017-09-28,12809,1,33258,57,6,15,0,41.0
10737,2017-10-05,12802,1,123335,57,15,12,0,93.25
11388,2017-10-19,12750,1,33258,57,6,5,0,41.2
11421,2017-10-19,12752,4,6011,57,0,6,2,218.0
13809,2017-11-30,12615,1,41653,57,10,0,0,25.4
15226,2017-12-21,12761,1,32354,57,5,7,0,93.16666666666667
15287,2017-12-21,12779,1,6011,57,0,10,0,24.0
16841,2018-01-11,12762,4,35549,57,7,8,2,34.0
16917,2018-01-11,12797,4,6011,57,0,11,2,175.0
17069,2018-01-18,12615,4,6011,57,0,0,2,20.0
17186,2018-01-18,12750,4,123460,57,16,5,2,96.3076923076923
17452,2018-01-18,12841,1,32354,57,5,18,0,66.0
17606,2018-01-25,12752,2,6011,57,0,6,1,238.0
18359,2018-02-08,12732,1,41653,57,10,4,0,57.0
18421,2018-02-08,12761,1,9784,57,4,7,0,429.0
19155,2018-02-22,12731,4,6011,57,0,3,2,93.0
19165,2018-02-22,12732,1,32354,57,5,4,0,32.0
20281,2018-03-08,12820,1,32354,57,5,16,0,41.0
20948,2018-03-22,12761,1,41653,57,10,7,0,107.96
21658,2018-04-05,12636,1,33258,57,6,1,0,23.0
21734,2018-04-05,12732,1,123335,57,15,4,0,10.125
22224,2018-04-12,12752,2,35549,57,7,6,1,97.0
22456,2018-04-12,12820,4,123576,57,18,16,2,20.0
10030,2017-09-21,12841,1,41653,56,10,18,0,45.5
10444,2017-09-28,12841,1,41653,56,10,18,0,45.5
13038,2017-11-16,12731,1,9784,56,4,3,0,121.0
13852,2017-11-30,12656,1,44117,56,13,2,0,5.514285714285714
15199,2017-12-21,12752,1,32354,56,5,6,0,54.09090909090909
16207,2018-01-01,12839,1,32354,56,5,17,0,256.0
17033,2018-01-11,12839,4,123460,56,16,17,2,820.0
17118,2018-01-18,12656,4,38588,56,8,2,2,371.0
17306,2018-01-18,12779,4,6555,56,2,10,2,43.0
17332,2018-01-18,12797,4,6011,56,0,11,2,175.0
17959,2018-02-01,12732,1,41653,56,10,4,0,57.0
19513,2018-03-01,12636,1,41653,56,10,1,0,32.2
21042,2018-03-22,12797,1,32354,56,5,11,0,39.84
21139,2018-03-22,12820,1,33258,56,6,16,0,40.25
21460,2018-03-29,12797,1,6011,56,0,11,0,20.625
21465,2018-03-29,12797,1,32354,56,5,11,0,39.84
21641,2018-04-05,12615,1,41653,56,10,0,0,25.4
21700,2018-04-05,12731,1,9784,56,4,3,0,121.0
11213,2017-10-12,12820,1,32354,55,5,16,0,41.0
11338,2017-10-19,12656,4,42124,55,11,2,2,48.0
12120,2017-11-02,12615,1,39109,55,9,0,0,23.0
12836,2017-11-09,12802,1,41653,55,10,12,0,28.0
13021,2017-11-16,12656,1,42124,55,11,2,0,48.0
13385,2017-11-23,12615,1,6011,55,0,0,0,11.0
13479,2017-11-23,12732,1,41653,55,10,4,0,57.0
13497,2017-11-23,12750,1,33258,55,6,5,0,41.2
13564,2017-11-23,12761,4,42124,55,11,7,2,27.805555555555557
13678,2017-11-23,12803,1,32354,55,5,13,0,64.91666666666667
13808,2017-11-30,12615,1,39109,55,9,0,0,23.0
15110,2017-12-21,12656,1,42124,55,11,2,0,48.0
15639,2017-12-28,12761,1,41653,55,10,7,0,107.96
15981,2018-01-01,12750,1,41653,55,10,5,0,186.72727272727272
16546,2018-01-04,12808,1,32354,55,5,14,0,64.91666666666667
17063,2018-01-18,12615,1,39109,55,9,0,0,23.0
17163,2018-01-18,12732,4,42124,55,11,4,2,107.66666666666667
17318,2018-01-18,12797,1,33258,55,6,11,0,29.54
17565,2018-01-25,12732,1,42158,55,12,4,0,233.66666666666666
18205,2018-02-01,12809,4,42158,55,12,15,2,128.71428571428572
18688,2018-02-15,12615,4,38588,55,8,0,2,119.0
19179,2018-02-22,12750,1,6011,55,0,5,0,114.0
19905,2018-03-01,12841,4,6437,55,1,18,2,15.0
20048,2018-03-08,12752,1,32354,55,5,6,0,54.09090909090909
20444,2018-03-15,12732,1,123335,55,15,4,0,10.125
20532,2018-03-15,12761,4,123460,55,16,7,2,88.0
21032,2018-03-22,12779,4,6555,55,2,10,2,43.0
21522,2018-03-29,12808,1,41653,55,10,14,0,9.0
21615,2018-03-29,12841,1,41653,55,10,18,0,45.5
21881,2018-04-05,12779,1,123335,55,15,10,0,93.25
21986,2018-04-05,12809,1,44117,55,13,15,0,8.0
22018,2018-04-05,12820,4,123576,55,18,16,2,20.0
22097,2018-04-12,12636,1,41653,55,10,1,0,32.2
22146,2018-04-12,12731,1,123335,55,15,3,0,89.85714285714286
22169,2018-04-12,12732,1,41653,55,10,4,0,57.0
22599,2018-04-19,12750,1,6011,55,0,5,0,114.0
22746,2018-04-19,12779,4,6555,55,2,10,2,43.0
10765,2017-10-05,12808,1,123335,54,15,14,0,43.0
10847,2017-10-05,12841,1,41653,54,10,18,0,45.5
11131,2017-10-12,12797,4,6011,54,0,11,2,175.0
12356,2017-11-02,12779,1,41653,54,10,10,0,32.77777777777778
12578,2017-11-09,12636,2,6011,54,0,1,1,47.0
12767,2017-11-09,12765,2,42124,54,11,9,1,89.0
13335,2017-11-16,12820,4,6437,54,1,16,2,382.375
13481,2017-11-23,12732,1,42158,54,12,4,0,233.66666666666666
15729,2017-12-28,12797,1,41653,54,10,11,0,71.6
16581,2018-01-04,12809,4,35549,54,7,15,2,1.0
17156,2018-01-18,12732,1,42158,54,12,4,0,233.66666666666666
18684,2018-02-15,12615,4,6011,54,0,0,2,20.0
19333,2018-02-22,12797,1,33258,54,6,11,0,29.54
19546,2018-03-01,12656,4,123460,54,16,2,2,5.0
20240,2018-03-08,12808,1,44117,54,13,14,0,8.0
20321,2018-03-08,12839,4,123460,54,16,17,2,820.0
20486,2018-03-15,12752,1,32354,54,5,6,0,54.09090909090909
20778,2018-03-22,12615,1,39109,54,9,0,0,23.0
21429,2018-03-29,12765,4,42124,54,11,9,2,45.666666666666664
22121,2018-04-12,12656,1,42124,54,11,2,0,48.0
22178,2018-04-12,12732,4,42124,54,11,4,2,107.66666666666667
10370,2017-09-28,12808,4,123460,53,16,14,2,43.0
11396,2017-10-19,12750,2,6011,53,0,5,1,40.0
11825,2017-10-26,12752,1,32354,53,5,6,0,54.09090909090909
12160,2017-11-02,12656,1,33258,53,6,2,0,85.0
12597,2017-11-09,12656,1,42124,53,11,2,0,48.0
13248,2017-11-16,12797,4,123460,53,16,11,2,322.8
13526,2017-11-23,12752,1,123335,53,15,6,0,136.4
13897,2017-11-30,12732,1,123335,53,15,4,0,10.125
14148,2017-11-30,12809,4,6555,53,2,15,2,43.0
14930,2017-12-14,12802,1,41653,53,10,12,0,28.0
15376,2017-12-21,12808,1,41653,53,10,14,0,9.0
15534,2017-12-28,12656,4,123460,53,16,2,2,5.0
16673,2018-01-11,12636,1,32354,53,5,1,0,64.3
17426,2018-01-18,12839,1,6011,53,0,17,0,101.5
18571,2018-02-08,12808,1,41653,53,10,14,0,9.0
19742,2018-03-01,12797,1,6011,53,0,11,0,20.625
20961,2018-03-22,12761,4,42124,53,11,7,2,27.805555555555557
21711,2018-04-05,12731,2,6011,53,0,3,1,60.0
21861,2018-04-05,12765,2,42124,53,11,9,1,89.0
22721,2018-04-19,12765,4,42124,53,11,9,2,45.666666666666664
10159,2017-09-28,12750,1,44117,52,13,5,0,5.514285714285714
10357,2017-09-28,12808,1,41653,52,10,14,0,9.0
10365,2017-09-28,12808,4,6011,52,0,14,2,25.0
10655,2017-10-05,12765,1,33258,52,6,9,0,40.8
11036,2017-10-12,12761,4,123460,52,16,7,2,88.0
11259,2017-10-12,12841,1,41653,52,10,18,0,45.5
11560,2017-10-19,12802,1,41653,52,10,12,0,28.0
12197,2017-11-02,12731,4,6011,52,0,3,2,93.0
12895,2017-11-09,12809,4,6011,52,0,15,2,147.42857142857142
13835,2017-11-30,12636,2,6011,52,0,1,1,47.0
14068,2017-11-30,12797,1,123335,52,15,11,0,93.25
14424,2017-12-07,12765,1,33258,52,6,9,0,40.8
14886,2017-12-14,12779,4,6011,52,0,10,2,44.81818181818182
14892,2017-12-14,12779,4,42158,52,12,10,2,12.0
15122,2017-12-21,12656,4,42124,52,11,2,2,48.0
15543,2017-12-28,12731,1,41653,52,10,3,0,101.92857142857143
15593,2017-12-28,12750,2,6011,52,0,5,1,40.0
15679,2017-12-28,12765,1,42124,52,11,9,0,71.96
15686,2017-12-28,12765,2,35549,52,7,9,1,87.0
16167,2018-01-01,12809,1,32354,52,5,15,0,223.0
16333,2018-01-04,12732,1,41653,52,10,4,0,57.0
16363,2018-01-04,12750,4,6011,52,0,5,2,74.0
17746,2018-01-25,12802,1,41653,52,10,12,0,28.0
17916,2018-02-01,12656,1,42124,52,11,2,0,48.0
18143,2018-02-01,12802,1,41653,52,10,12,0,28.0
18414,2018-02-08,12752,4,42124,52,11,6,2,164.0
19241,2018-02-22,12761,1,33258,52,6,7,0,20.6
19308,2018-02-22,12779,1,41653,52,10,10,0,32.77777777777778
19327,2018-02-22,12797,1,6011,52,0,11,0,20.625
19354,2018-02-22,12802,1,32354,52,5,12,0,25.333333333333332
19836,2018-03-01,12809,4,6555,52,2,15,2,43.0
21110,2018-03-22,12808,4,123460,52,16,14,2,43.0
21558,2018-03-29,12809,4,35549,52,7,15,2,1.0
21776,2018-04-05,12752,1,41653,52,10,6,0,25.25
21828,2018-04-05,12762,1,39109,52,9,8,0,17.133333333333333
22218,2018-04-12,12752,1,123335,52,15,6,0,136.4
22287,2018-04-12,12765,1,33258,52,6,9,0,40.8
22743,2018-04-19,12779,2,123238,52,14,10,1,20.0
22875,2018-04-19,12841,1,42124,52,11,18,0,19.571428571428573
11085,2017-10-12,12779,1,6011,51,0,10,0,24.0
11328,2017-10-19,12656,1,42158,51,12,2,0,148.1875
11817,2017-10-26,12750,4,6437,51,1,5,2,1104.0
11860,2017-10-26,12761,1,42124,51,11,7,0,35.56521739130435
11897,2017-10-26,12765,1,33258,51,6,9,0,40.8
12207,2017-11-02,12732,1,9784,51,4,4,0,193.0
12558,2017-11-09,12615,4,6437,51,1,0,2,177.0
12808,2017-11-09,12797,1,33258,51,6,11,0,29.54
13643,2017-11-23,12797,1,33258,51,6,11,0,29.54
14009,2017-11-30,12765,1,38588,51,8,9,0,1166.0
14027,2017-11-30,12779,1,6011,51,0,10,0,24.0
14313,2017-12-07,12732,1,41653,51,10,4,0,57.0
16050,2018-01-01,12762,4,38588,51,8,8,2,87.0
16382,2018-01-04,12752,1,123335,51,15,6,0,136.4
16964,2018-01-11,12808,2,35549,51,7,14,1,160.0
17228,2018-01-18,12761,1,44117,51,13,7,0,5.514285714285714
17478,2018-01-25,12615,1,39109,51,9,0,0,23.0
18762,2018-02-15,12732,1,41653,51,10,4,0,57.0
19805,2018-03-01,12808,1,41653,51,10,14,0,9.0
19960,2018-03-08,12656,1,42124,51,11,2,0,48.0
20006,2018-03-08,12732,1,33258,51,6,4,0,17.24
21001,2018-03-22,12765,2,42124,51,11,9,1,89.0
21862,2018-04-05,12765,2,123238,51,14,9,1,20.0
22052,2018-04-05,12841,1,42124,51,11,18,0,19.571428571428573
22199,2018-04-12,12750,4,6011,51,0,5,2,74.0
22358,2018-04-12,12797,2,123238,51,14,11,1,20.0
22373,2018-04-12,12802,1,41653,51,10,12,0,28.0
22530,2018-04-19,12656,1,6011,51,0,2,0,47.0
22832,2018-04-19,12820,1,33258,51,6,16,0,40.25
10342,2017-09-28,12803,1,41653,50,10,13,0,28.0
10440,2017-09-28,12841,1,32354,50,5,18,0,66.0
10856,2017-10-05,12841,2,35549,50,7,18,1,22.0
11076,2017-10-12,12765,2,42124,50,11,9,1,89.0
11730,2017-10-26,12636,2,35549,50,7,1,1,100.0
11927,2017-10-26,12779,1,41653,50,10,10,0,32.77777777777778
12040,2017-10-26,12809,4,6555,50,2,15,2,43.0
12196,2017-11-02,12731,2,123238,50,14,3,1,24.0
12284,2017-11-02,12761,1,42124,50,11,7,0,35.56521739130435
12392,2017-11-02,12797,2,35549,50,7,11,1,91.4
12445,2017-11-02,12808,2,123238,50,14,14,1,20.0
12539,2017-11-02,12841,4,6437,50,1,18,2,15.0
12585,2017-11-09,12636,4,42158,50,12,1,2,25.0
12652,2017-11-09,12732,4,42124,50,11,4,2,107.66666666666667
12794,2017-11-09,12779,2,42124,50,11,10,1,105.3076923076923
13028,2017-11-16,12656,2,35549,50,7,2,1,100.0
13052,2017-11-16,12731,2,123238,50,14,3,1,24.0
13121,2017-11-16,12752,2,123238,50,14,6,1,10.0
13552,2017-11-23,12761,1,42124,50,11,7,0,35.56521739130435
13764,2017-11-23,12839,1,42124,50,11,17,0,41.666666666666664
13856,2017-11-30,12656,2,42124,50,11,2,1,48.0
14073,2017-11-30,12797,2,35549,50,7,11,1,91.4
14153,2017-11-30,12809,4,123576,50,18,15,2,38.0
14299,2017-12-07,12731,2,42124,50,11,3,1,99.0
14340,2017-12-07,12750,2,35549,50,7,5,1,97.0
14377,2017-12-07,12761,1,6011,50,0,7,0,6.0
14566,2017-12-07,12809,4,35549,50,7,15,2,1.0
14629,2017-12-07,12841,2,35549,50,7,18,1,22.0
15026,2017-12-14,12839,1,42124,50,11,17,0,41.666666666666664
15141,2017-12-21,12731,2,42124,50,11,3,1,99.0
15551,2017-12-28,12731,2,42124,50,11,3,1,99.0
15577,2017-12-28,12732,4,42124,50,11,4,2,107.66666666666667
15599,2017-12-28,12750,4,35549,50,7,5,2,34.0
16048,2018-01-01,12762,4,7840,50,3,8,2,472.6
16200,2018-01-01,12820,4,38588,50,8,16,2,188.0
16434,2018-01-04,12762,4,6437,50,1,8,2,16.0
17048,2018-01-11,12841,2,35549,50,7,18,1,22.0
17109,2018-01-18,12656,1,42158,50,12,2,0,148.1875
17123,2018-01-18,12731,1,9784,50,4,3,0,121.0
17226,2018-01-18,12761,1,42124,50,11,7,0,35.56521739130435
17283,2018-01-18,12779,1,6011,50,0,10,0,24.0
17406,2018-01-18,12809,4,123576,50,18,15,2,38.0
17422,2018-01-18,12820,4,35549,50,7,16,2,25.0
17425,2018-01-18,12820,4,123576,50,18,16,2,20.0
17927,2018-02-01,12656,4,42124,50,11,2,2,48.0
18077,2018-02-01,12765,2,42124,50,11,9,1,89.0
18343,2018-02-08,12731,2,42124,50,11,3,1,99.0
18664,2018-02-08,12841,2,35549,50,7,18,1,22.0
18666,2018-02-08,12841,4,6437,50,1,18,2,15.0
18724,2018-02-15,12656,4,6437,50,1,2,2,197.0
18748,2018-02-15,12731,4,6011,50,0,3,2,93.0
18859,2018-02-15,12762,4,35549,50,7,8,2,34.0
19067,2018-02-15,12841,2,35549,50,7,18,1,22.0
19196,2018-02-22,12750,2,35549,50,7,5,1,97.0
19257,2018-02-22,12761,4,123460,50,16,7,2,88.0
19299,2018-02-22,12779,1,6011,50,0,10,0,24.0
19469,2018-02-22,12841,1,32354,50,5,18,0,66.0
19473,2018-02-22,12841,1,41653,50,10,18,0,45.5
19653,2018-03-01,12761,1,42124,50,11,7,0,35.56521739130435
19732,2018-03-01,12779,2,42124,50,11,10,1,105.3076923076923
19761,2018-03-01,12797,2,42124,50,11,11,1,47.48
19863,2018-03-01,12820,4,123576,50,18,16,2,20.0
20017,2018-03-08,12732,4,42124,50,11,4,2,107.66666666666667
20169,2018-03-08,12779,4,6555,50,2,10,2,43.0
20297,2018-03-08,12820,4,123576,50,18,16,2,20.0
20400,2018-03-15,12656,2,35549,50,7,2,1,100.0
20524,2018-03-15,12761,1,123335,50,15,7,0,167.08333333333334
21249,2018-03-29,12656,1,42124,50,11,2,0,48.0
21325,2018-03-29,12750,2,35549,50,7,5,1,97.0
21422,2018-03-29,12765,2,42124,50,11,9,1,89.0
21478,2018-03-29,12797,2,35549,50,7,11,1,91.4
21740,2018-04-05,12732,4,35549,50,7,4,2,114.0
22236,2018-04-12,12752,4,123576,50,18,6,2,30.0
22329,2018-04-12,12779,2,42124,50,11,10,1,105.3076923076923
22345,2018-04-12,12797,1,33258,50,6,11,0,29.54
22387,2018-04-12,12803,1,41653,50,10,13,0,28.0
22596,2018-04-19,12732,4,35549,50,7,4,2,114.0
10262,2017-09-28,12765,2,123238,49,14,9,1,20.0
10492,2017-10-05,12636,4,123460,49,16,1,2,9.5
10661,2017-10-05,12765,1,123335,49,15,9,0,20.0
11526,2017-10-19,12779,4,123460,49,16,10,2,322.8
11674,2017-10-19,12841,1,32354,49,5,18,0,66.0
11951,2017-10-26,12797,1,33258,49,6,11,0,29.54
12202,2017-11-02,12731,4,123460,49,16,3,2,112.8
12256,2017-11-02,12752,1,44117,49,13,6,0,5.514285714285714
15485,2017-12-28,12615,1,38588,49,8,0,0,154.0
15674,2017-12-28,12765,1,32354,49,5,9,0,89.08695652173913
16180,2018-01-01,12809,4,35549,49,7,15,2,1.0
16299,2018-01-04,12656,4,42124,49,11,2,2,48.0
16743,2018-01-11,12732,1,41653,49,10,4,0,57.0
16813,2018-01-11,12761,1,42124,49,11,7,0,35.56521739130435
16879,2018-01-11,12779,1,41653,49,10,10,0,32.77777777777778
16958,2018-01-11,12808,1,41653,49,10,14,0,9.0
17054,2018-01-11,12841,4,123460,49,16,18,2,64.0
17209,2018-01-18,12752,4,6555,49,2,6,2,5.0
17292,2018-01-18,12779,1,41653,49,10,10,0,32.77777777777778
17312,2018-01-18,12797,1,6011,49,0,11,0,20.625
17563,2018-01-25,12732,1,41653,49,10,4,0,57.0
18090,2018-02-01,12779,1,32354,49,5,10,0,62.958333333333336
18129,2018-02-01,12797,4,6011,49,0,11,2,175.0
18257,2018-02-01,12841,1,41653,49,10,18,0,45.5
18897,2018-02-15,12779,1,41653,49,10,10,0,32.77777777777778
19392,2018-02-22,12808,2,35549,49,7,14,1,160.0
19579,2018-03-01,12732,1,41653,49,10,4,0,57.0
19963,2018-03-08,12656,1,123492,49,17,2,0,131.0
20038,2018-03-08,12750,4,6437,49,1,5,2,1104.0
20412,2018-03-15,12731,1,33258,49,6,3,0,17.24
20452,2018-03-15,12750,1,6011,49,0,5,0,114.0
20609,2018-03-15,12797,1,32354,49,5,11,0,39.84
21295,2018-03-29,12732,1,41653,49,10,4,0,57.0
21568,2018-03-29,12820,1,33258,49,6,16,0,40.25
22559,2018-04-19,12731,1,33258,49,6,3,0,17.24
22587,2018-04-19,12732,1,41653,49,10,4,0,57.0
10519,2017-10-05,12731,1,9784,48,4,3,0,121.0
10675,2017-10-05,12779,1,6011,48,0,10,0,24.0
11408,2017-10-19,12752,1,32354,48,5,6,0,54.09090909090909
11509,2017-10-19,12779,1,41653,48,10,10,0,32.77777777777778
13228,2017-11-16,12797,1,32354,48,5,11,0,39.84
13610,2017-11-23,12765,4,42124,48,11,9,2,45.666666666666664
13720,2017-11-23,12809,1,39109,48,9,15,0,227.8403361344538
14347,2017-12-07,12750,4,123460,48,16,5,2,96.3076923076923
14687,2017-12-14,12656,1,123492,48,17,2,0,131.0
14940,2017-12-14,12803,1,32354,48,5,13,0,64.91666666666667
15059,2017-12-14,12841,4,123460,48,16,18,2,64.0
15578,2017-12-28,12732,4,123460,48,16,4,2,96.3076923076923
15630,2017-12-28,12752,4,123460,48,16,6,2,96.3076923076923
15934,2018-01-01,12731,1,9784,48,4,3,0,121.0
16225,2018-01-01,12839,4,123460,48,16,17,2,820.0
18152,2018-02-01,12803,1,32354,48,5,13,0,64.91666666666667
18950,2018-02-15,12802,1,41653,48,10,12,0,28.0
19210,2018-02-22,12752,1,32354,48,5,6,0,54.09090909090909
20265,2018-03-08,12809,1,44117,48,13,15,0,8.0
21848,2018-04-05,12765,1,33258,48,6,9,0,40.8
22140,2018-04-12,12731,1,33258,48,6,3,0,17.24
22247,2018-04-12,12761,1,42124,48,11,7,0,35.56521739130435
22339,2018-04-12,12797,1,6011,48,0,11,0,20.625
22364,2018-04-12,12797,4,123460,48,16,11,2,322.8
10706,2017-10-05,12797,1,33258,47,6,11,0,29.54
11063,2017-10-12,12765,1,33258,47,6,9,0,40.8
11148,2017-10-12,12802,1,123335,47,15,12,0,93.25
11322,2017-10-19,12656,1,32354,47,5,2,0,64.3
11572,2017-10-19,12803,1,41653,47,10,13,0,28.0
11740,2017-10-26,12656,1,9784,47,4,2,0,277.0
11945,2017-10-26,12779,4,123460,47,16,10,2,322.8
12307,2017-11-02,12762,1,41653,47,10,8,0,21.14
12598,2017-11-09,12656,1,42158,47,12,2,0,148.1875
13221,2017-11-16,12779,4,42158,47,12,10,2,12.0
13536,2017-11-23,12752,4,6555,47,2,6,2,5.0
13669,2017-11-23,12802,1,41653,47,10,12,0,28.0
14159,2017-11-30,12820,1,33258,47,6,16,0,40.25
14238,2017-12-07,12615,4,123460,47,16,0,2,12.0
15949,2018-01-01,12731,4,6011,47,0,3,2,93.0
16694,2018-01-11,12656,1,33258,47,6,2,0,85.0
16759,2018-01-11,12750,1,33258,47,6,5,0,41.2
16804,2018-01-11,12761,1,6011,47,0,7,0,6.0
16839,2018-01-11,12762,4,6437,47,1,8,2,16.0
17269,2018-01-18,12765,1,44117,47,13,9,0,5.514285714285714
17424,2018-01-18,12820,4,123460,47,16,16,2,48.0
17517,2018-01-25,12656,1,38588,47,8,2,0,166.0
17686,2018-01-25,12779,1,6011,47,0,10,0,24.0
17725,2018-01-25,12797,1,123335,47,15,11,0,93.25
17967,2018-02-01,12732,4,42124,47,11,4,2,107.66666666666667
18368,2018-02-08,12732,4,123460,47,16,4,2,96.3076923076923
19083,2018-02-22,12615,1,39109,47,9,0,0,23.0
19818,2018-03-01,12808,4,123460,47,16,14,2,43.0
19979,2018-03-08,12731,1,33258,47,6,3,0,17.24
20421,2018-03-15,12731,2,6437,47,1,3,1,210.0
