fecha,agencia_id,canal_id,producto_id,venta_uni,Week,Month,lag1month,lag2month,lag4month,lag8month,lag05month,lag6month,lag3month
2017-10-05,11,4,6011,38,40,10,506,1192,2097,2717,1192,2097,2717
2017-10-05,6,1,38588,722,40,10,3608,6828,13992,22138,6828,13992,22138
2017-10-05,5,1,9784,418,40,10,2144,2333,2333,3464,2333,2333,3464
2017-10-05,16,4,38588,116,40,10,753,1537,3027,4669,1537,3027,4669
2017-10-05,1,1,44117,1,40,10,24,64,73,180,64,73,180
2017-10-05,15,1,32354,209,40,10,502,502,723,2330,502,723,2330
2017-10-05,11,4,123460,71,40,10,579,764,1490,2351,764,1490,2351
2017-10-05,4,1,7840,938,40,10,4622,10358,22439,34853,10358,22439,34853
2017-10-05,5,1,39109,4,40,10,2,1975,4533,7756,1975,4533,7756
2017-10-05,15,4,123460,170,40,10,932,2126,3279,4668,2126,3279,4668
2017-10-05,18,1,42124,25,40,10,117,189,310,498,189,310,498
2017-10-05,5,2,7840,2657,40,10,3220,10926,19578,30267,10926,19578,30267
2017-10-05,5,1,7840,3663,40,10,14396,32740,66485,115700,32740,66485,115700
2017-10-05,7,4,6011,152,40,10,864,1564,2768,4218,1564,2768,4218
2017-10-05,18,1,38588,985,40,10,4371,8462,19212,30569,8462,19212,30569
2017-10-05,15,4,38588,4336,40,10,5126,10272,21888,35812,10272,21888,35812
2017-10-05,5,1,44117,3,40,10,76,162,239,425,162,239,425
2017-10-05,6,1,123335,16,40,10,227,658,1486,5465,658,1486,5465
2017-10-05,11,2,123238,10,40,10,80,330,596,806,330,596,806
2017-10-05,10,1,7840,1074,40,10,5545,9581,18182,32247,9581,18182,32247
2017-10-05,0,4,6437,70,40,10,482,769,1518,1903,769,1518,1903
2017-10-05,10,1,38588,453,40,10,2334,4266,8403,14426,4266,8403,14426
2017-10-05,13,1,33258,14,40,10,59,95,214,301,95,214,301
2017-10-05,8,1,123492,460,40,10,1451,3388,7111,9186,3388,7111,9186
2017-10-05,2,4,7840,962,40,10,2291,4439,8951,17590,4439,8951,17590
2017-10-05,4,4,6437,549,40,10,1458,2337,4682,6679,2337,4682,6679
2017-10-05,11,1,6555,5309,40,10,21986,41651,87780,130568,41651,87780,130568
2017-10-05,16,1,6555,2770,40,10,11889,26295,53791,81799,26295,53791,81799
2017-10-05,3,1,123576,1139,40,10,4977,10058,21122,32480,10058,21122,32480
2017-10-05,16,4,6437,462,40,10,646,1068,2489,3245,1068,2489,3245
2017-10-05,3,1,41653,72,40,10,63,479,1295,2101,479,1295,2101
2017-10-05,12,1,39109,287,40,10,857,1515,3062,4898,1515,3062,4898
2017-10-05,17,4,42158,5,40,10,60,126,235,331,126,235,331
2017-10-05,18,1,32354,72,40,10,233,357,774,1357,357,774,1357
2017-10-05,8,1,7840,881,40,10,3826,7850,15311,26240,7850,15311,26240
2017-10-05,8,1,42158,480,40,10,2029,4366,10238,15651,4366,10238,15651
2017-10-05,6,1,6437,2278,40,10,8794,17029,35675,66524,17029,35675,66524
2017-10-05,0,1,9784,103,40,10,343,787,1435,1848,787,1435,1848
2017-10-05,3,1,123492,784,40,10,1217,8324,19708,35226,8324,19708,35226
2017-10-05,9,1,6011,45,40,10,824,1560,3119,4486,1560,3119,4486
2017-10-05,2,4,42124,138,40,10,148,278,626,1124,278,626,1124
2017-10-05,10,1,6011,48,40,10,127,304,771,1186,304,771,1186
2017-10-05,7,1,6437,6251,40,10,21232,43461,105653,173332,43461,105653,173332
2017-10-05,10,1,42158,472,40,10,1969,3830,9097,13942,3830,9097,13942
2017-10-05,0,1,123576,219,40,10,1457,3339,8791,13108,3339,8791,13108
2017-10-05,3,2,35549,45,40,10,340,1173,4022,6580,1173,4022,6580
2017-10-05,12,1,42158,2424,40,10,10957,23901,52362,81356,23901,52362,81356
2017-10-05,7,1,42124,25,40,10,128,209,549,845,209,549,845
2017-10-05,10,1,123492,1157,40,10,2184,5899,9742,9853,5899,9742,9853
2017-10-05,5,1,33258,32,40,10,259,381,740,1106,381,740,1106
2017-10-05,10,4,38588,523,40,10,2193,4522,7881,11421,4522,7881,11421
2017-10-05,6,1,42124,2,40,10,11,37,97,139,37,97,139
2017-10-05,13,1,6555,2636,40,10,11131,16944,34616,39934,16944,34616,39934
2017-10-05,7,4,7840,1443,40,10,12307,19339,36919,54158,19339,36919,54158
2017-10-05,10,1,123576,854,40,10,3659,7282,15960,26023,7282,15960,26023
2017-10-05,12,1,123492,866,40,10,3726,8558,17369,27147,8558,17369,27147
2017-10-05,2,4,6437,615,40,10,1482,1627,3085,4000,1627,3085,4000
2017-10-05,10,1,39109,142,40,10,358,1133,1831,2193,1133,1831,2193
2017-10-05,4,1,123492,421,40,10,482,1539,3397,5505,1539,3397,5505
2017-10-05,6,2,6011,160,40,10,538,1068,2188,2808,1068,2188,2808
2017-10-05,5,1,123492,3254,40,10,11035,16912,57326,86185,16912,57326,86185
2017-10-05,0,4,38588,207,40,10,364,960,2160,3227,960,2160,3227
2017-10-05,10,1,32354,93,40,10,276,547,1127,1685,547,1127,1685
2017-10-05,6,1,6555,1178,40,10,4962,10756,21156,40100,10756,21156,40100
2017-10-05,6,4,33258,9,40,10,26,59,76,95,59,76,95
2017-10-05,17,1,44117,7,40,10,147,278,405,636,278,405,636
2017-10-05,18,1,123492,1035,40,10,4117,9233,25833,36234,9233,25833,36234
2017-10-05,1,1,6555,4087,40,10,14872,32359,49095,92645,32359,49095,92645
2017-10-05,6,4,38588,1143,40,10,4668,6211,15431,24828,6211,15431,24828
2017-10-05,6,1,123492,1072,40,10,4298,8055,19444,30405,8055,19444,30405
2017-10-05,2,1,9784,158,40,10,957,1677,3060,4657,1677,3060,4657
2017-10-05,7,1,6011,80,40,10,175,275,1151,3542,275,1151,3542
2017-10-05,10,1,33258,25,40,10,78,163,356,557,163,356,557
2017-10-05,2,1,33258,70,40,10,252,518,1084,1631,518,1084,1631
2017-10-05,15,1,123335,862,40,10,3329,5562,10554,15274,5562,10554,15274
2017-10-05,16,1,32354,27,40,10,133,262,555,835,262,555,835
2017-10-05,13,1,44117,1,40,10,49,105,138,255,105,138,255
2017-10-05,5,4,6437,362,40,10,2996,4833,10711,14387,4833,10711,14387
2017-10-05,15,4,6011,66,40,10,473,959,1636,2382,959,1636,2382
2017-10-05,0,1,41653,23,40,10,138,312,640,880,312,640,880
2017-10-05,2,1,123335,1,40,10,27,51,283,907,51,283,907
2017-10-05,17,1,41653,515,40,10,1872,4097,8048,10685,4097,8048,10685
2017-10-05,13,1,6437,3308,40,10,9491,18976,37254,48499,18976,37254,48499
2017-10-05,15,4,6437,316,40,10,5663,7351,12691,15847,7351,12691,15847
2017-10-05,16,4,42158,22,40,10,19,75,150,209,75,150,209
2017-10-05,8,4,38588,83,40,10,395,710,1320,2331,710,1320,2331
2017-10-05,3,2,6011,20,40,10,520,892,2711,3101,892,2711,3101
2017-10-05,7,1,7840,1375,40,10,6065,12389,28390,55084,12389,28390,55084
2017-10-05,13,1,41653,19,40,10,163,436,856,1231,436,856,1231
2017-10-05,14,1,32354,35,40,10,340,574,987,1460,574,987,1460
2017-10-05,0,1,33258,12,40,10,68,122,226,315,122,226,315
2017-10-05,17,1,6011,107,40,10,425,862,1930,2820,862,1930,2820
2017-10-05,7,1,123576,1494,40,10,6537,13785,27959,44004,13785,27959,44004
2017-10-05,10,4,6437,807,40,10,5996,9638,21020,30218,9638,21020,30218
2017-10-05,9,4,7840,1035,40,10,5506,10919,23905,38144,10919,23905,38144
2017-10-05,6,1,123576,504,40,10,2352,4788,8072,15893,4788,8072,15893
2017-10-05,1,1,42158,2759,40,10,11430,25803,40517,80978,25803,40517,80978
2017-10-05,0,1,42158,522,40,10,2223,5313,12186,20800,5313,12186,20800
2017-10-05,17,1,42124,25,40,10,100,175,275,330,175,275,330
2017-10-05,10,1,6437,5625,40,10,21629,33862,72247,118300,33862,72247,118300
2017-10-05,9,1,42124,87,40,10,378,833,1364,1910,833,1364,1910
2017-10-05,17,1,123576,1790,40,10,7997,16887,34600,53225,16887,34600,53225
2017-10-05,8,4,6011,17,40,10,50,102,232,309,102,232,309
2017-10-05,6,2,6437,672,40,10,714,1176,2519,3821,1176,2519,3821
2017-10-05,18,4,38588,215,40,10,811,1561,3439,4826,1561,3439,4826
2017-10-05,0,1,38588,22,40,10,1005,1815,3156,4854,1815,3156,4854
2017-10-05,17,4,6555,208,40,10,531,704,1666,2535,704,1666,2535
2017-10-05,3,1,7840,718,40,10,3995,7680,17592,30869,7680,17592,30869
2017-10-05,15,1,6555,5412,40,10,20433,39462,99191,136098,39462,99191,136098
2017-10-05,15,1,6437,6706,40,10,27929,47589,118317,159408,47589,118317,159408
2017-10-05,12,1,7840,1607,40,10,6106,15960,33642,55797,15960,33642,55797
2017-10-05,5,1,6011,110,40,10,535,1423,2065,2786,1423,2065,2786
2017-10-05,0,1,6011,37,40,10,68,191,926,1100,191,926,1100
2017-10-05,18,1,7840,1029,40,10,6084,12262,26064,49617,12262,26064,49617
2017-10-05,11,1,41653,3,40,10,198,760,1949,3070,760,1949,3070
2017-10-05,13,1,123492,1293,40,10,5087,10245,20170,33664,10245,20170,33664
2017-10-05,0,4,123460,12,40,10,62,92,210,406,92,210,406
2017-10-05,2,1,38588,138,40,10,692,1439,3963,5940,1439,3963,5940
2017-10-05,0,1,123335,38,40,10,86,158,423,1430,158,423,1430
2017-10-05,3,4,7840,2810,40,10,8004,15688,32677,59590,15688,32677,59590
2017-10-05,4,1,6437,1351,40,10,5745,9674,18681,28166,9674,18681,28166
2017-10-05,9,1,6555,298,40,10,1346,4186,12511,20807,4186,12511,20807
2017-10-05,2,1,32354,11,40,10,158,230,557,763,230,557,763
2017-10-05,0,4,35549,18,40,10,85,117,242,330,117,242,330
2017-10-05,18,1,6437,2602,40,10,10543,21034,48920,81040,21034,48920,81040
2017-10-05,1,1,38588,1279,40,10,3679,5348,12978,33127,5348,12978,33127
2017-10-05,13,1,38588,1835,40,10,8178,15006,36616,53104,15006,36616,53104
2017-10-05,18,4,6437,180,40,10,1239,1532,2881,3434,1532,2881,3434
2017-10-05,1,1,41653,61,40,10,146,403,750,1417,403,750,1417
2017-10-05,4,1,123576,235,40,10,1189,2572,6361,9060,2572,6361,9060
2017-10-05,5,1,42158,4455,40,10,23810,32797,55738,100649,32797,55738,100649
2017-10-05,17,4,38588,1323,40,10,5896,11283,22145,30820,11283,22145,30820
2017-10-05,4,1,41653,34,40,10,127,200,298,462,200,298,462
2017-10-05,0,1,6555,592,40,10,2547,5799,11830,17100,5799,11830,17100
2017-10-05,10,4,7840,1232,40,10,6629,12294,24349,43304,12294,24349,43304
2017-10-05,14,1,39109,563,40,10,926,926,932,1441,926,932,1441
2017-10-05,18,1,33258,10,40,10,66,91,207,345,91,207,345
2017-10-05,9,1,123576,619,40,10,2042,3962,8966,14967,3962,8966,14967
2017-10-05,4,1,42158,79,40,10,847,1534,3087,5338,1534,3087,5338
2017-10-05,5,2,35549,279,40,10,0,443,1428,2602,443,1428,2602
2017-10-05,4,4,42124,94,40,10,323,648,1314,1533,648,1314,1533
2017-10-05,11,4,6437,795,40,10,3395,4378,9815,12922,4378,9815,12922
2017-10-05,10,4,123460,61,40,10,1135,1499,2124,4164,1499,2124,4164
2017-10-05,8,4,6437,32,40,10,326,548,871,1167,548,871,1167
2017-10-05,7,1,38588,1641,40,10,7261,13390,30547,46349,13390,30547,46349
2017-10-05,12,1,123576,840,40,10,3546,7201,15471,23349,7201,15471,23349
2017-10-05,3,1,42158,1241,40,10,6344,14288,34901,58928,14288,34901,58928
2017-10-05,12,1,9784,234,40,10,1007,1704,3155,4839,1704,3155,4839
2017-10-05,7,1,41653,120,40,10,507,1141,2238,2842,1141,2238,2842
2017-10-05,14,1,6437,4140,40,10,16636,40756,86216,108908,40756,86216,108908
2017-10-05,16,1,42158,2781,40,10,11443,26222,55127,81314,26222,55127,81314
2017-10-05,18,1,44117,1,40,10,6,13,21,58,13,21,58
2017-10-05,9,1,6437,3272,40,10,8377,15887,38978,62573,15887,38978,62573
2017-10-05,11,2,35549,63,40,10,315,615,1720,2834,615,1720,2834
2017-10-05,9,2,6011,80,40,10,614,1214,2276,2665,1214,2276,2665
2017-10-05,5,4,6011,41,40,10,407,695,1300,1681,695,1300,1681
2017-10-05,1,1,123492,1402,40,10,6207,13291,21635,42486,13291,21635,42486
2017-10-05,3,1,33258,26,40,10,105,185,468,684,185,468,684
2017-10-05,3,1,6437,3501,40,10,13537,27808,60142,86560,27808,60142,86560
2017-10-05,3,4,35549,20,40,10,53,138,302,457,138,302,457
2017-10-05,11,1,123492,3562,40,10,13582,29108,65135,99605,29108,65135,99605
2017-10-05,4,1,42124,192,40,10,1166,1914,4226,5589,1914,4226,5589
2017-10-05,3,4,6437,411,40,10,2246,3554,7727,11549,3554,7727,11549
2017-10-05,8,1,123335,27,40,10,86,183,505,950,183,505,950
2017-10-05,17,1,32354,335,40,10,1080,2170,4931,7167,2170,4931,7167
2017-10-05,10,1,6555,1301,40,10,804,4251,13660,23306,4251,13660,23306
2017-10-05,2,1,123576,28,40,10,466,1418,3421,5552,1418,3421,5552
2017-10-05,5,2,123238,10,40,10,61,98,328,525,98,328,525
2017-10-05,6,1,39109,300,40,10,1173,2264,5302,9790,2264,5302,9790
2017-10-05,14,1,41653,43,40,10,105,282,733,1185,282,733,1185
2017-10-05,3,2,6437,168,40,10,838,1426,3441,5246,1426,3441,5246
2017-10-05,11,4,38588,1672,40,10,4544,9802,21403,33879,9802,21403,33879
2017-10-05,18,1,6555,1864,40,10,7630,15682,34766,56742,15682,34766,56742
2017-10-05,15,4,6555,62,40,10,98,118,241,424,118,241,424
2017-10-05,10,1,41653,36,40,10,120,237,508,704,237,508,704
2017-10-05,3,4,6011,43,40,10,280,551,985,1108,551,985,1108
2017-10-05,1,1,33258,19,40,10,101,150,215,317,150,215,317
2017-10-05,5,4,35549,92,40,10,20,147,418,781,147,418,781
2017-10-05,14,1,6555,3625,40,10,13526,31115,57105,76743,31115,57105,76743
2017-10-05,14,1,7840,1797,40,10,5979,12012,30217,59658,12012,30217,59658
2017-10-05,18,4,6011,10,40,10,15,23,93,242,23,93,242
2017-10-05,15,1,39109,1,40,10,14,540,2819,8303,540,2819,8303
2017-10-05,12,1,41653,73,40,10,186,473,934,1460,473,934,1460
2017-10-05,17,4,42124,7,40,10,99,158,306,506,158,306,506
2017-10-05,4,4,35549,182,40,10,700,1492,2903,3897,1492,2903,3897
2017-10-05,16,4,7840,310,40,10,1263,2277,5544,10227,2277,5544,10227
2017-10-05,2,1,6011,72,40,10,164,291,368,598,291,368,598
2017-10-05,5,1,6555,4168,40,10,21905,50647,77836,116563,50647,77836,116563
2017-10-05,3,1,123335,99,40,10,436,734,2536,4157,734,2536,4157
2017-10-05,18,4,123460,23,40,10,48,48,83,83,48,83,83
2017-10-05,12,1,33258,31,40,10,112,237,457,678,237,457,678
2017-10-05,15,1,33258,41,40,10,152,286,562,793,286,562,793
2017-10-05,4,1,38588,241,40,10,1543,2619,4509,6000,2619,4509,6000
2017-10-05,18,2,6437,126,40,10,294,462,882,1218,462,882,1218
2017-10-05,3,4,38588,1255,40,10,5664,10970,21394,33116,10970,21394,33116
2017-10-05,6,4,7840,1387,40,10,8286,13855,30262,49204,13855,30262,49204
2017-10-05,12,1,6555,1638,40,10,7031,14635,30000,45971,14635,30000,45971
2017-10-05,18,1,42158,731,40,10,3523,7212,20340,37474,7212,20340,37474
2017-10-05,11,1,123335,115,40,10,548,1203,3532,5199,1203,3532,5199
2017-10-05,11,1,9784,1441,40,10,8918,17142,28762,41580,17142,28762,41580
2017-10-12,17,4,42124,18,41,10,102,152,313,513,152,313,513
2017-10-12,14,1,41653,14,41,10,113,300,741,1228,300,741,1228
2017-10-12,4,1,32354,22,41,10,75,121,259,366,121,259,366
2017-10-12,15,4,38588,1174,41,10,9458,13054,24942,40148,13054,24942,40148
2017-10-12,10,4,7840,1616,41,10,6327,12593,23905,44536,12593,23905,44536
2017-10-12,18,1,33258,2,41,10,62,97,199,355,97,199,355
2017-10-12,0,1,6437,756,41,10,5000,10676,22955,34451,10676,22955,34451
2017-10-12,7,1,41653,119,41,10,525,1164,2355,2962,1164,2355,2962
2017-10-12,1,2,7840,1400,41,10,0,0,0,0,0,0,0
2017-10-12,3,1,33258,23,41,10,102,190,463,710,190,463,710
2017-10-12,4,4,7840,695,41,10,6274,11951,20922,36400,11951,20922,36400
2017-10-12,15,1,39109,3,41,10,5,266,1677,8304,266,1677,8304
2017-10-12,13,1,39109,7,41,10,0,489,1585,4771,489,1585,4771
2017-10-12,10,2,123238,20,41,10,10,310,535,555,310,535,555
2017-10-12,18,2,35549,46,41,10,85,195,499,637,195,499,637
2017-10-12,1,1,38588,824,41,10,4612,5244,14257,34406,5244,14257,34406
2017-10-12,16,1,42158,2875,41,10,11200,25940,55876,84095,25940,55876,84095
2017-10-12,14,4,38588,561,41,10,1772,4034,9128,14099,4034,9128,14099
2017-10-12,8,1,123576,369,41,10,1257,2601,6674,12766,2601,6674,12766
2017-10-12,6,4,42124,106,41,10,447,686,1204,2012,686,1204,2012
2017-10-12,8,4,38588,86,41,10,402,695,1383,2414,695,1383,2414
2017-10-12,9,1,6555,654,41,10,1636,3864,11649,21105,3864,11649,21105
2017-10-12,1,1,123576,873,41,10,3826,8647,13680,21742,8647,13680,21742
2017-10-12,17,1,123335,195,41,10,1029,2055,4014,6407,2055,4014,6407
2017-10-12,18,1,32354,67,41,10,254,403,792,1429,403,792,1429
2017-10-12,10,1,6437,4654,41,10,21843,36463,74373,123925,36463,74373,123925
2017-10-12,12,1,32354,36,41,10,96,151,366,667,151,366,667
2017-10-12,7,1,6011,110,41,10,185,333,952,3622,333,952,3622
2017-10-12,11,4,6437,419,41,10,1942,4960,9703,13717,4960,9703,13717
2017-10-12,10,1,7840,1266,41,10,5524,9950,17791,33321,9950,17791,33321
2017-10-12,4,1,123492,223,41,10,903,1697,3584,5926,1697,3584,5926
2017-10-12,17,1,39109,335,41,10,733,1649,2472,3255,1649,2472,3255
2017-10-12,18,1,42124,28,41,10,112,199,335,523,199,335,523
2017-10-12,13,1,41653,45,41,10,153,411,822,1250,411,822,1250
2017-10-12,9,2,6011,137,41,10,578,1254,2306,2745,1254,2306,2745
2017-10-12,13,1,123335,108,41,10,342,696,1439,2274,696,1439,2274
2017-10-12,2,1,7840,672,41,10,3534,6685,14098,27954,6685,14098,27954
2017-10-12,12,1,123492,803,41,10,3492,8097,17102,28013,8097,17102,28013
2017-10-12,2,1,42158,66,41,10,379,829,2319,5508,829,2319,5508
2017-10-12,16,1,7840,1020,41,10,4230,8293,16715,34256,8293,16715,34256
2017-10-12,9,4,6437,302,41,10,1949,4449,8512,13562,4449,8512,13562
2017-10-12,9,1,41653,26,41,10,78,160,317,498,160,317,498
2017-10-12,5,1,7840,3267,41,10,14731,31839,67172,119363,31839,67172,119363
2017-10-12,15,4,123460,212,41,10,556,1529,3203,4838,1529,3203,4838
2017-10-12,0,1,6555,698,41,10,2568,5776,11833,17692,5776,11833,17692
2017-10-12,10,2,6437,210,41,10,1302,1929,4575,6675,1929,4575,6675
2017-10-12,10,1,6555,1225,41,10,2048,4744,13946,24607,4744,13946,24607
2017-10-12,11,4,38588,1357,41,10,4985,10584,22095,35551,10584,22095,35551
2017-10-12,15,1,123576,1887,41,10,8169,18019,40516,64053,18019,40516,64053
2017-10-12,14,1,123492,1396,41,10,4197,6788,10332,20865,6788,10332,20865
2017-10-12,8,1,6437,763,41,10,5473,11923,26414,39984,11923,26414,39984
2017-10-12,11,1,44117,3,41,10,16,51,83,132,51,83,132
2017-10-12,18,1,9784,110,41,10,358,666,1400,2419,666,1400,2419
2017-10-12,8,4,35549,39,41,10,131,230,540,773,230,540,773
2017-10-12,4,1,42124,233,41,10,1069,2099,4154,5781,2099,4154,5781
2017-10-12,6,1,38588,667,41,10,3378,6994,14004,22860,6994,14004,22860
2017-10-12,6,4,6011,86,41,10,783,1836,3925,6477,1836,3925,6477
2017-10-12,8,1,7840,991,41,10,3863,8160,15275,27121,8160,15275,27121
2017-10-12,2,1,123335,1,41,10,28,39,226,908,39,226,908
2017-10-12,0,1,39109,20,41,10,95,228,444,693,228,444,693
2017-10-12,9,2,42124,50,41,10,258,612,1522,2032,612,1522,2032
2017-10-12,11,1,38588,5837,41,10,25555,48897,103041,155599,48897,103041,155599
2017-10-12,8,1,123492,241,41,10,1493,3427,7220,9646,3427,7220,9646
2017-10-12,1,1,123492,1455,41,10,5822,13065,23037,43888,13065,23037,43888
2017-10-12,7,1,6437,9246,41,10,26714,44955,103966,179583,44955,103966,179583
2017-10-12,4,1,33258,6,41,10,55,84,140,239,84,140,239
2017-10-12,15,1,123335,703,41,10,3307,6147,10232,16136,6147,10232,16136
2017-10-12,9,4,123460,8,41,10,120,507,936,2400,507,936,2400
2017-10-12,4,1,123335,13,41,10,14,32,85,282,32,85,282
2017-10-12,3,2,7840,5219,41,10,12826,24457,54781,84412,24457,54781,84412
2017-10-12,7,4,123460,52,41,10,208,1831,3622,6339,1831,3622,6339
2017-10-12,14,2,6011,180,41,10,440,800,1959,3178,800,1959,3178
2017-10-12,18,1,123335,78,41,10,467,850,2298,5162,850,2298,5162
2017-10-12,4,1,123576,282,41,10,1107,2582,5973,9295,2582,5973,9295
2017-10-12,15,1,7840,4796,41,10,21775,48622,107706,213407,48622,107706,213407
2017-10-12,10,1,44117,7,41,10,29,55,96,166,55,96,166
2017-10-12,3,1,42158,1369,41,10,5916,13621,33958,60169,13621,33958,60169
2017-10-12,6,1,6011,10,41,10,71,118,295,636,118,295,636
2017-10-12,1,1,7840,998,41,10,2581,7213,13201,27435,7213,13201,27435
2017-10-12,1,1,41653,130,41,10,180,385,811,1478,385,811,1478
2017-10-12,2,1,33258,90,41,10,252,536,1081,1701,536,1081,1701
2017-10-12,8,1,44117,1,41,10,4,21,27,60,21,27,60
2017-10-12,14,2,123238,10,41,10,18,268,318,358,268,318,358
2017-10-12,15,1,6437,7126,41,10,25316,47599,114360,166114,47599,114360,166114
2017-10-12,3,1,123335,94,41,10,444,752,2133,4256,752,2133,4256
2017-10-12,1,1,33258,14,41,10,95,154,234,336,154,234,336
2017-10-12,7,4,6437,857,41,10,4488,9338,21334,36492,9338,21334,36492
2017-10-12,7,1,123492,3161,41,10,4910,11907,35398,61528,11907,35398,61528
2017-10-12,11,1,39109,236,41,10,1287,3443,7939,12281,3443,7939,12281
2017-10-12,7,1,38588,1511,41,10,6884,13630,30331,47990,13630,30331,47990
2017-10-12,18,1,44117,2,41,10,7,14,20,59,14,20,59
2017-10-12,2,1,32354,11,41,10,119,241,551,774,241,551,774
2017-10-12,2,2,35549,20,41,10,0,330,661,795,330,661,795
2017-10-12,1,2,35549,30,41,10,0,0,0,0,0,0,0
2017-10-12,17,4,33258,1,41,10,2,4,12,17,4,12,17
2017-10-12,7,1,32354,93,41,10,440,832,1756,2477,832,1756,2477
2017-10-12,9,1,6011,117,41,10,691,1478,3055,4531,1478,3055,4531
2017-10-12,18,4,6437,25,41,10,376,1660,2777,3614,1660,2777,3614
2017-10-12,4,4,35549,150,41,10,654,1399,3085,4079,1399,3085,4079
2017-10-12,0,1,123492,258,41,10,1446,3509,7722,12277,3509,7722,12277
2017-10-12,16,1,38588,566,41,10,3079,6293,12712,20462,6293,12712,20462
2017-10-12,11,4,35549,9,41,10,75,193,436,697,193,436,697
2017-10-12,5,4,6011,65,41,10,294,643,1341,1722,643,1341,1722
2017-10-12,6,2,123238,18,41,10,19,789,920,1139,789,920,1139
2017-10-12,1,4,38588,216,41,10,1498,2413,4088,7328,2413,4088,7328
2017-10-12,5,1,9784,704,41,10,2547,2751,2751,3882,2751,2751,3882
2017-10-12,0,4,35549,17,41,10,80,125,244,348,125,244,348
2017-10-12,11,2,35549,17,41,10,291,618,1713,2897,618,1713,2897
2017-10-12,2,4,6437,246,41,10,1403,2172,3477,4615,2172,3477,4615
2017-10-12,6,1,41653,24,41,10,110,221,410,749,221,410,749
2017-10-12,10,2,42124,98,41,10,475,772,1594,2192,772,1594,2192
2017-10-12,9,1,9784,476,41,10,2044,4228,8736,14802,4228,8736,14802
2017-10-12,7,1,44117,4,41,10,82,140,208,351,140,208,351
2017-10-12,6,4,38588,695,41,10,4734,6493,15423,25971,6493,15423,25971
2017-10-12,6,1,44117,9,41,10,84,170,294,492,170,294,492
2017-10-12,15,1,6555,5391,41,10,19545,41071,96328,141510,41071,96328,141510
2017-10-12,11,4,7840,8698,41,10,6832,15449,30658,61184,15449,30658,61184
2017-10-12,7,1,123576,807,41,10,6273,13850,27668,45498,13850,27668,45498
2017-10-12,3,1,123492,790,41,10,1710,7858,19085,36010,7858,19085,36010
2017-10-12,10,4,6011,99,41,10,222,384,758,1149,384,758,1149
2017-10-12,12,1,9784,335,41,10,1155,1704,3230,5073,1704,3230,5073
2017-10-12,2,1,39109,71,41,10,30,436,1076,1076,436,1076,1076
2017-10-12,11,1,123492,3614,41,10,14452,28758,64838,103167,28758,64838,103167
2017-10-12,14,1,42158,2441,41,10,8948,16917,41031,73212,16917,41031,73212
2017-10-12,17,1,44117,5,41,10,137,280,400,643,280,400,643
2017-10-12,18,1,39109,399,41,10,1646,3322,8028,13493,3322,8028,13493
2017-10-12,11,1,33258,77,41,10,204,341,605,937,341,605,937
2017-10-12,10,1,9784,349,41,10,1433,2576,4657,6605,2576,4657,6605
2017-10-12,15,4,6555,40,41,10,150,175,293,486,175,293,486
2017-10-12,10,2,7840,2660,41,10,18659,24821,47351,72205,24821,47351,72205
2017-10-12,9,1,7840,856,41,10,3414,8257,17032,34832,8257,17032,34832
2017-10-12,8,4,6011,9,41,10,47,93,235,326,93,235,326
2017-10-12,11,1,7840,4526,41,10,18684,42302,87548,157705,42302,87548,157705
2017-10-12,1,1,42158,2778,41,10,10968,25597,43276,83737,25597,43276,83737
2017-10-12,5,2,42124,25,41,10,0,0,692,766,0,692,766
2017-10-12,2,1,6011,46,41,10,233,360,432,670,360,432,670
2017-10-12,10,1,38588,520,41,10,2249,4417,8518,14879,4417,8518,14879
2017-10-12,10,4,38588,582,41,10,2195,4428,8404,11944,4428,8404,11944
2017-10-12,3,1,41653,128,41,10,79,468,1292,2173,468,1292,2173
2017-10-12,6,1,39109,273,41,10,1198,2437,5306,10090,2437,5306,10090
2017-10-12,4,1,42158,83,41,10,704,1460,2921,5417,1460,2921,5417
2017-10-12,17,4,7840,7186,41,10,15423,27788,57245,100112,27788,57245,100112
2017-10-12,11,1,6437,8763,41,10,31164,66180,138310,211627,66180,138310,211627
2017-10-12,14,4,7840,900,41,10,3080,7937,13708,23598,7937,13708,23598
2017-10-12,8,1,39109,14,41,10,79,144,338,643,144,338,643
2017-10-12,17,4,6011,224,41,10,951,1933,3731,5297,1933,3731,5297
2017-10-12,16,4,7840,284,41,10,1323,2292,5734,10537,2292,5734,10537
2017-10-12,6,4,7840,1150,41,10,6645,13915,29811,50591,13915,29811,50591
2017-10-12,0,1,38588,192,41,10,820,1714,3010,4876,1714,3010,4876
2017-10-12,1,1,123335,23,41,10,162,330,672,1655,330,672,1655
2017-10-12,16,1,32354,55,41,10,135,265,567,862,265,567,862
2017-10-12,16,1,39109,219,41,10,1128,2339,4531,6689,2339,4531,6689
2017-10-12,5,1,42158,664,41,10,18959,35476,59330,105104,35476,59330,105104
2017-10-12,0,1,9784,262,41,10,362,790,1515,1951,790,1515,1951
2017-10-12,15,4,123576,40,41,10,213,393,805,1570,393,805,1570
2017-10-12,0,4,38588,163,41,10,438,1057,2214,3434,1057,2214,3434
2017-10-12,9,4,6011,125,41,10,517,1133,1943,2624,1133,1943,2624
2017-10-12,15,4,6437,390,41,10,2313,7143,12270,16163,7143,12270,16163
